AREA,PERIMETER,HISTLU_CPE,HISTLU_C_1,POT_LU,LU1885,LU1912,LU1945,LU1977,LU2004,DIST
223215.141000000003260,3561.931999999999789,1788.000000000000000,0.000000000000000,Grassland,Grassland,Urban,Urban,Urban,Urban,4.000000000000000
172840000.000000000000000,202366.844000000011874,1789.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Grassland,0.000000000000000
117147.101999999998952,2743.505000000000109,1790.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
273459.563000000023749,3358.322999999999865,1791.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Irrigated,2.000000000000000
303963.625000000000000,3441.235999999999876,1792.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
171751.780999999988126,1749.006000000000085,1793.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Urban,2.000000000000000
102959.172000000005937,2678.097999999999956,1794.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Grassland,2.000000000000000
253864.733999999996740,2538.380999999999858,1795.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
284018.875000000000000,2268.909999999999854,1796.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Urban,2.000000000000000
195316.594000000011874,2406.384000000000015,1797.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Urban,Irrigated,4.000000000000000
751434.375000000000000,5664.756000000000313,1798.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
223954.530999999988126,1970.952999999999975,1799.000000000000000,0.000000000000000,Grassland,Urban,Urban,Urban,Urban,Urban,5.000000000000000
2400442.250000000000000,8766.459999999999127,1800.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Grassland,0.000000000000000
331593.125000000000000,4483.643000000000029,1801.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
169034.703000000008615,2444.081000000000131,1802.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Irrigated,1.000000000000000
518344.438000000023749,15232.047000000000480,1803.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
2573948.250000000000000,9406.033999999999651,1804.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
6012526.000000000000000,23204.159999999999854,1805.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
8876948.000000000000000,17879.958999999998923,1806.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
450650.906000000017229,3447.972000000000207,1807.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Urban,Urban,4.000000000000000
166129.796999999991385,1969.324000000000069,1808.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Irrigated,3.000000000000000
538892.312999999965541,5694.762999999999920,1809.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Riparian,2.000000000000000
657665.000000000000000,6132.698999999999614,1810.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
176695.296999999991385,2538.885000000000218,1811.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Urban,Urban,4.000000000000000
258139.233999999996740,2475.338000000000193,1812.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Urban,1.000000000000000
531887.937999999965541,3574.590999999999894,1813.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
521480.000000000000000,3122.869000000000142,1814.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Irrigated,1.000000000000000
2636273.000000000000000,36885.913999999997031,1815.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Riparian,2.000000000000000
3547865.750000000000000,48539.671999999998661,1816.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
168890.453000000008615,1887.852000000000089,1817.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Irrigated,3.000000000000000
2137392.750000000000000,28690.430000000000291,1818.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Riparian,1.000000000000000
884025.750000000000000,4154.976999999999862,1819.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
116556.758000000001630,1574.357999999999947,1820.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Irrigated,2.000000000000000
143504.171999999991385,2193.043999999999869,1821.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Irrigated,3.000000000000000
246806.530999999988126,3301.628000000000156,1822.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
1027853.062999999965541,4417.676999999999680,1823.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
198804.000000000000000,1834.619999999999891,1824.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
366230.750000000000000,3094.530999999999949,1825.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
487743.500000000000000,3963.373000000000047,1826.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
181495.844000000011874,1738.976000000000113,1827.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
251386.312999999994645,3359.199000000000069,1828.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
329951.218999999982771,2475.021999999999935,1829.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
184323.016000000003260,1789.380000000000109,1830.000000000000000,0.000000000000000,Wetlands,Wetlands,Wetlands,Irrigated,Wetlands,Irrigated,2.000000000000000
183363.391000000003260,1768.482999999999947,1831.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
343088.938000000023749,2694.222000000000207,1832.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
125501.929999999993015,1965.145999999999958,1833.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
161356.328000000008615,1985.573000000000093,1834.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
215256.844000000011874,2530.233000000000175,1835.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Urban,3.000000000000000
286082.313000000023749,2397.577000000000226,1836.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
441547.625000000000000,3128.802000000000135,1837.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
546291.750000000000000,3437.202000000000226,1838.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
154689.530999999988126,1833.430000000000064,1839.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Irrigated,3.000000000000000
390755.218999999982771,7289.976999999999862,1840.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Grassland,2.000000000000000
136875.125000000000000,2444.190999999999804,1841.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
574985.250000000000000,4928.893000000000029,1842.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
2092665.125000000000000,10046.902000000000044,1843.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
317334.500000000000000,2558.340000000000146,1844.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Urban,Urban,2.000000000000000
149123.280999999988126,1762.663999999999987,1845.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Urban,3.000000000000000
325091.968999999982771,3861.248999999999796,1846.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Irrigated,1.000000000000000
171016.875000000000000,2009.776000000000067,1847.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
384276.750000000000000,4781.381999999999607,1848.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
546734.000000000000000,3257.364999999999782,1849.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
127893.164000000004307,2836.027000000000044,1850.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Irrigated,2.000000000000000
248832.562999999994645,2734.460000000000036,1851.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Riparian,1.000000000000000
139718.953000000008615,1783.969000000000051,1852.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
315402.843999999982771,2796.800000000000182,1853.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Riparian,Irrigated,Irrigated,3.000000000000000
174592.328000000008615,2755.815000000000055,1854.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Grassland,2.000000000000000
329810.343999999982771,3647.273999999999887,1855.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Grassland,2.000000000000000
505495.906000000017229,3683.177999999999884,1856.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Grassland,Irrigated,2.000000000000000
801628.125000000000000,7475.132999999999811,1857.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
334935.531000000017229,4410.233000000000175,1858.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Urban,Urban,Urban,3.000000000000000
2276534.500000000000000,11614.016999999999825,1859.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
236560.937999999994645,5608.657000000000153,1860.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Urban,Irrigated,Urban,3.000000000000000
253760.375000000000000,2659.090000000000146,1861.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Urban,Irrigated,4.000000000000000
177225.141000000003260,2009.810999999999922,1862.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
335305.281000000017229,4193.059000000000196,1863.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Urban,Urban,Urban,3.000000000000000
272875.313000000023749,3159.612999999999829,1864.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Urban,4.000000000000000
552533.250000000000000,9551.603999999999360,1865.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Riparian,3.000000000000000
351454.906000000017229,2512.923999999999978,1866.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
3993734.250000000000000,21181.383000000001630,1867.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Urban,3.000000000000000
20722684.000000000000000,29323.330000000001746,1868.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
198063.983999999996740,2226.829999999999927,1869.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
708653.562999999965541,4663.550000000000182,1870.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
129346.320000000006985,1920.857999999999947,1871.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
321809.281000000017229,2691.990999999999985,1872.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Urban,Irrigated,Irrigated,3.000000000000000
104607.398000000001048,2393.039999999999964,1873.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
118995.883000000001630,1995.075000000000045,1874.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
128457.898000000001048,1506.435999999999922,1875.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
942192.437999999965541,5123.457000000000335,1876.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
824310.000000000000000,4538.369999999999891,1877.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
153227.844000000011874,1897.542999999999893,1878.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Grassland,2.000000000000000
395441.343999999982771,3526.061000000000149,1879.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Urban,4.000000000000000
913903.000000000000000,5187.292000000000371,1880.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Grassland,0.000000000000000
200955.703000000008615,2823.483000000000175,1881.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
412076.156000000017229,5739.412999999999556,1882.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
266175.438000000023749,2073.914000000000215,1883.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
155328.312999999994645,1960.386999999999944,1884.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Urban,3.000000000000000
262384.843999999982771,4359.773000000000138,1885.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Riparian,1.000000000000000
1115267.125000000000000,6623.762999999999920,1886.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
359698.468999999982771,3018.153999999999996,1887.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
430457.781000000017229,5403.466999999999643,1888.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Urban,4.000000000000000
176281.266000000003260,5695.733000000000175,1889.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Riparian,2.000000000000000
105472.483999999996740,2004.929000000000087,1890.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Irrigated,2.000000000000000
286865.500000000000000,2888.755999999999858,1891.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Grassland,Irrigated,Irrigated,3.000000000000000
229839.858999999996740,2078.130999999999858,1892.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
389592.125000000000000,4827.033999999999651,1893.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
246490000.000000000000000,240215.828000000008615,1894.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
2686537.000000000000000,7959.122000000000298,1895.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
18809394.000000000000000,68629.531000000002678,1896.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
107272.125000000000000,2543.224000000000160,1897.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Urban,Urban,2.000000000000000
231604.437999999994645,2526.762999999999920,1898.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Irrigated,1.000000000000000
160187.500000000000000,2681.376000000000204,1899.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Grassland,Irrigated,Grassland,2.000000000000000
1207579.500000000000000,7082.734000000000378,1900.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
790855.937999999965541,7620.682999999999993,1901.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
250088.969000000011874,5419.979000000000269,1902.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Grassland,2.000000000000000
2022686.125000000000000,5939.550000000000182,1903.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
2749483.750000000000000,6827.277000000000044,1904.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
279999.406000000017229,3016.478000000000065,1905.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
120965.202999999994063,1693.211999999999989,1906.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Grassland,Irrigated,Irrigated,3.000000000000000
261723.375000000000000,5124.655999999999949,1907.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Urban,4.000000000000000
738072.187999999965541,4741.538999999999760,1908.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
543227.125000000000000,4329.079999999999927,1909.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Urban,3.000000000000000
390245.406000000017229,3735.898000000000138,1910.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Irrigated,Irrigated,2.000000000000000
464991.313000000023749,3299.820000000000164,1911.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
354538.093999999982771,2724.487000000000080,1912.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Riparian,2.000000000000000
1250463.000000000000000,16358.452999999999520,1913.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Riparian,2.000000000000000
485093.375000000000000,5658.194999999999709,1914.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
68795832.000000000000000,158131.219000000011874,1915.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
186076.562999999994645,4012.931999999999789,1916.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Riparian,3.000000000000000
483482.813000000023749,3908.251999999999953,1917.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Urban,3.000000000000000
3759977.250000000000000,14592.938000000000102,1918.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
123953.570000000006985,1513.234999999999900,1919.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Grassland,Grassland,Grassland,1.000000000000000
800459.750000000000000,5775.962000000000444,1920.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
102654.608999999996740,1305.586999999999989,1921.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Urban,4.000000000000000
144074.562999999994645,2145.612999999999829,1922.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Riparian,2.000000000000000
260759.921999999991385,2625.920000000000073,1923.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
1049763.750000000000000,8175.076000000000022,1924.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Riparian,2.000000000000000
1627253.500000000000000,9198.736999999999171,1925.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
285974.563000000023749,2675.628000000000156,1926.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Irrigated,1.000000000000000
420469.968999999982771,3562.057999999999993,1927.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Riparian,Riparian,Riparian,0.000000000000000
198937.421999999991385,1980.832000000000107,1928.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Irrigated,4.000000000000000
770346.125000000000000,7079.914999999999964,1929.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Urban,3.000000000000000
616502.062999999965541,4196.100000000000364,1930.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
356047.813000000023749,3276.711999999999989,1931.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Urban,3.000000000000000
188974.266000000003260,1741.249000000000024,1932.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
1977454.625000000000000,9524.531999999999243,1933.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Urban,Urban,3.000000000000000
340064.593999999982771,3459.617000000000189,1934.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
448444.031000000017229,3174.648000000000138,1935.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Urban,4.000000000000000
1658639.875000000000000,9536.325000000000728,1936.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
111784.695000000006985,1392.703999999999951,1937.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Irrigated,4.000000000000000
398197.093999999982771,12328.987999999999374,1938.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
16196188.000000000000000,56239.815999999998894,1939.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Urban,Urban,4.000000000000000
799584.187999999965541,9806.808000000000902,1940.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Riparian,1.000000000000000
145276.828000000008615,1990.323000000000093,1941.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Grassland,3.000000000000000
635141.187999999965541,4850.889000000000124,1942.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
247972.358999999996740,2362.909999999999854,1943.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Urban,4.000000000000000
330667.000000000000000,3562.329000000000178,1944.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
600143.062999999965541,5857.885000000000218,1945.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Urban,3.000000000000000
164151.094000000011874,1967.012999999999920,1946.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Urban,4.000000000000000
1896959.500000000000000,6906.672999999999774,1947.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
117637.187999999994645,1354.222999999999956,1948.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Riparian,2.000000000000000
233613.171999999991385,2067.737000000000080,1949.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Urban,Urban,4.000000000000000
151986.437999999994645,3086.088000000000193,1950.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Irrigated,1.000000000000000
459017.531000000017229,4039.331000000000131,1951.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Grassland,Irrigated,1.000000000000000
276334.031000000017229,6316.032000000000153,1952.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Grassland,1.000000000000000
217166.405999999988126,6164.280999999999949,1953.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Irrigated,Irrigated,Grassland,3.000000000000000
168557.000000000000000,3807.733999999999924,1954.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Riparian,3.000000000000000
138505.437999999994645,1691.613000000000056,1955.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Urban,Irrigated,3.000000000000000
590623.125000000000000,12114.994000000000597,1956.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Grassland,2.000000000000000
374430.656000000017229,2397.934999999999945,1957.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Irrigated,3.000000000000000
2826964.250000000000000,39509.961000000002969,1958.000000000000000,0.000000000000000,Wetlands,Wetlands,Wetlands,Irrigated,Irrigated,Wetlands,2.000000000000000
301900.000000000000000,2752.782000000000153,1959.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Urban,3.000000000000000
179360.016000000003260,2538.403999999999996,1960.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Urban,Urban,4.000000000000000
286255.250000000000000,2530.409999999999854,1961.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Riparian,Urban,2.000000000000000
234002.405999999988126,2489.143999999999778,1962.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
181218.171999999991385,2280.112000000000080,1963.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
365752.843999999982771,3654.067000000000007,1964.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Riparian,2.000000000000000
351083.563000000023749,3237.548999999999978,1965.000000000000000,0.000000000000000,Wetlands,Wetlands,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
234743.437999999994645,2737.820999999999913,1966.000000000000000,0.000000000000000,Riparian,Riparian,Riparian,Irrigated,Irrigated,Irrigated,3.000000000000000
162421.875000000000000,5185.939000000000306,1967.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Irrigated,Irrigated,Urban,3.000000000000000
111291.616999999998370,3108.353999999999814,1968.000000000000000,0.000000000000000,Wetlands,Wetlands,Wetlands,Irrigated,Irrigated,Wetlands,2.000000000000000
15363063.000000000000000,42335.487999999997555,1969.000000000000000,0.000000000000000,Wetlands,Wetlands,Wetlands,Irrigated,Irrigated,Irrigated,3.000000000000000
1939799.000000000000000,7003.046000000000276,1970.000000000000000,0.000000000000000,Wetlands,Wetlands,Wetlands,Irrigated,Irrigated,Irrigated,3.000000000000000
377498.313000000023749,2509.449999999999818,1971.000000000000000,0.000000000000000,Grassland,Grassland,Irrigated,Grassland,Irrigated,Irrigated,3.000000000000000
457160.938000000023749,3280.907999999999902,1972.000000000000000,0.000000000000000,Riparian,Riparian,Irrigated,Irrigated,Irrigated,Irrigated,4.000000000000000
1242283.500000000000000,6939.340000000000146,1973.000000000000000,0.000000000000000,Grassland,Grassland,Grassland,Grassland,Irrigated,Irrigated,2.000000000000000
