AREA,LU1885,LU1945,POT_LU,Shape__Area,Shape__Length
286043.250000000000000,Grassland,Grassland,Grassland,457677.835937500000000,4287.575932524238851
117706.093999999997322,Grassland,Irrigated,Grassland,188368.273437500000000,5284.633148852291015
149826.780999999988126,Grassland,Grassland,Grassland,239762.710937500000000,5002.309092698617860
170290.516000000003260,Grassland,Grassland,Grassland,272469.546875000000000,4014.575098019598954
189752.375000000000000,Grassland,Grassland,Grassland,303660.558593750000000,2272.993809593297101
293032.688000000023749,Grassland,Grassland,Grassland,468922.519531250000000,9033.661170630557535
409624.593999999982771,Grassland,Grassland,Grassland,655314.503906250000000,3307.015852396390983
201046.233999999996740,Grassland,Irrigated,Grassland,321728.398437500000000,3931.914757530126280
2325105.750000000000000,Riparian,Irrigated,Riparian,3719902.156250000000000,12490.725277619796543
355214.125000000000000,Grassland,Grassland,Grassland,568491.355468750000000,3070.604179971442591
198293.875000000000000,Grassland,Grassland,Grassland,317357.773437500000000,4127.755133745578860
243229.500000000000000,Wetlands,Wetlands,Wetlands,389210.183593750000000,5537.664492818830695
115321.679999999993015,Grassland,Grassland,Grassland,184557.988281250000000,2810.916932111428196
1515422.250000000000000,Wetlands,Wetlands,Wetlands,2424082.707031250000000,12437.879660770078772
3429866.250000000000000,Grassland,Grassland,Grassland,5487121.468750000000000,16854.733420033178845
114527.547000000005937,Grassland,Grassland,Grassland,183275.246093750000000,4098.807244975730100
116415.483999999996740,Grassland,Grassland,Grassland,186283.316406250000000,2170.920862007661071
344141.593999999982771,Grassland,Irrigated,Grassland,550673.023437500000000,3737.331164870988232
546703.500000000000000,Riparian,Irrigated,Riparian,874673.832031250000000,4790.290939450023870
8895280.000000000000000,Grassland,Grassland,Grassland,14225299.671875000000000,35852.911751138410182
103712.172000000005937,Grassland,Irrigated,Grassland,165959.808593750000000,2392.175550668133383
313913.875000000000000,Grassland,Irrigated,Grassland,502300.203125000000000,3198.169196430610555
322471.718999999982771,Grassland,Irrigated,Grassland,515927.308593750000000,4177.951279119597530
263455.750000000000000,Wetlands,Wetlands,Wetlands,421520.300781250000000,2586.909372529426037
103585.016000000003260,Grassland,Grassland,Grassland,165704.277343750000000,1830.287768730268681
2594982.500000000000000,Grassland,Grassland,Grassland,4150697.347656250000000,8691.181669444760701
113677.437999999994645,Grassland,Grassland,Grassland,181838.457031250000000,1808.534362498138307
486065.000000000000000,Riparian,Irrigated,Riparian,777669.433593750000000,5219.883747903790209
5930138.000000000000000,Grassland,Grassland,Grassland,9483907.660156250000000,27212.065804227990157
117956.164000000004307,Grassland,Irrigated,Grassland,188743.125000000000000,2054.498806019326366
113695.593999999997322,Grassland,Grassland,Grassland,181898.816406250000000,2840.018887703570726
496178.750000000000000,Grassland,Grassland,Grassland,793829.296875000000000,11126.760234507177302
1438627.500000000000000,Grassland,Grassland,Grassland,2301257.617187500000000,8051.171778457451182
1167192.250000000000000,Grassland,Grassland,Grassland,1866892.660156250000000,18860.246024458592728
1373945.875000000000000,Grassland,Irrigated,Grassland,2197926.535156250000000,8363.708745797210213
473336.531000000017229,Grassland,Grassland,Grassland,757242.246093750000000,3894.180632651289216
591890.375000000000000,Grassland,Irrigated,Grassland,946962.082031250000000,6192.365795862269806
2166576.750000000000000,Grassland,Urban,Grassland,3465061.164062500000000,8918.777192253841349
868064.625000000000000,Grassland,Grassland,Grassland,1388449.187500000000000,4978.871563151289592
458895.625000000000000,Grassland,Grassland,Grassland,734142.757812500000000,3684.961514738413371
160957.250000000000000,Grassland,Irrigated,Grassland,257503.894531250000000,2361.859405973161756
309604.313000000023749,Wetlands,Irrigated,Wetlands,495309.820312500000000,3089.057189874584765
5759926.500000000000000,Wetlands,Irrigated,Wetlands,9210501.429687500000000,22765.276501844087761
155638.983999999996740,Wetlands,Irrigated,Wetlands,248967.398437500000000,8230.178379697546916
132457.969000000011874,Grassland,Irrigated,Grassland,211932.113281250000000,2011.013877409846145
948612.187999999965541,Grassland,Irrigated,Grassland,1517588.843750000000000,8121.000954510842348
238718.453000000008615,Grassland,Irrigated,Grassland,381881.203125000000000,3223.825814160667960
152628.546999999991385,Grassland,Grassland,Grassland,244213.828125000000000,2547.097662889956155
466658.406000000017229,Riparian,Riparian,Riparian,746561.617187500000000,3540.807282251834295
3722234.000000000000000,Grassland,Irrigated,Grassland,5953621.816406250000000,17601.519313841628900
530222.750000000000000,Wetlands,Irrigated,Wetlands,848228.289062500000000,3893.836734118118784
128148.241999999998370,Grassland,Irrigated,Grassland,205026.007812500000000,4277.963791861307982
763848.625000000000000,Grassland,Irrigated,Grassland,1221904.945312500000000,5696.555869213786536
44773372.000000000000000,Grassland,Irrigated,Grassland,71564924.140625000000000,116309.702248014582437
327654.843999999982771,Grassland,Irrigated,Grassland,524192.308593750000000,3802.208823072221094
2421516.500000000000000,Grassland,Irrigated,Grassland,3872900.476562500000000,15042.091361016298833
510059.906000000017229,Grassland,Irrigated,Grassland,815907.125000000000000,11858.441637032197832
535116.187999999965541,Grassland,Grassland,Grassland,855943.507812500000000,6210.971591846502633
170293.296999999991385,Grassland,Grassland,Grassland,272410.617187500000000,4907.915202456450061
1220628.375000000000000,Grassland,Irrigated,Grassland,1952395.414062500000000,11704.179676896614183
5923686.500000000000000,Grassland,Grassland,Grassland,9471163.179687500000000,21970.280941251487093
495047.656000000017229,Grassland,Grassland,Grassland,791812.031250000000000,4077.046008873051505
2278883.000000000000000,Grassland,Grassland,Grassland,3644371.992187500000000,9933.894566611033952
236720.125000000000000,Riparian,Riparian,Riparian,378680.007812500000000,2796.358490097260074
138815.155999999988126,Grassland,Grassland,Grassland,222011.062500000000000,2604.542120116630031
290622.750000000000000,Grassland,Grassland,Grassland,464856.488281250000000,5455.323114487859129
238258.094000000011874,Grassland,Irrigated,Grassland,381163.492187500000000,3520.041582563253996
106353.991999999998370,Grassland,Grassland,Grassland,170134.136718750000000,5022.539899761127344
221693.391000000003260,Grassland,Grassland,Grassland,354602.031250000000000,6215.601006109025548
1967312.500000000000000,Grassland,Grassland,Grassland,3146740.058593750000000,13087.878219665994038
641262.312999999965541,Grassland,Grassland,Grassland,1025863.871093750000000,5320.134262091501114
1204432.125000000000000,Grassland,Grassland,Grassland,1926325.996093750000000,5759.153446942637856
1176472.000000000000000,Riparian,Irrigated,Riparian,1881842.890625000000000,7031.818527946155882
175006.250000000000000,Grassland,Irrigated,Grassland,279942.566406250000000,3769.994163591838969
100689.008000000001630,Grassland,Grassland,Grassland,161057.304687500000000,1760.061133985703464
444248.750000000000000,Grassland,Irrigated,Grassland,710580.097656250000000,9779.579503293798552
3427390.250000000000000,Grassland,Grassland,Grassland,5481774.574218750000000,12956.825402264130389
408957.688000000023749,Grassland,Irrigated,Grassland,654163.082031250000000,4204.504710949159744
361315.218999999982771,Grassland,Grassland,Grassland,577812.554687500000000,3195.870030132974989
133026.750000000000000,Grassland,Grassland,Grassland,212748.175781250000000,2571.012211286220463
112915.383000000001630,Wetlands,Irrigated,Wetlands,180611.218750000000000,2020.910782544433005
257796.562999999994645,Grassland,Grassland,Grassland,412270.433593750000000,2658.620975904859279
209379.812999999994645,Grassland,Irrigated,Grassland,334913.527343750000000,3615.090184127154771
12945879.000000000000000,Grassland,Grassland,Grassland,20694047.765625000000000,27248.659290915489692
544780.500000000000000,Grassland,Irrigated,Grassland,871399.191406250000000,3993.864671879585330
216040.328000000008615,Grassland,Grassland,Grassland,345577.398437500000000,2785.119037266043051
530974.375000000000000,Grassland,Irrigated,Grassland,849307.261718750000000,4761.394523081364241
236046.578000000008615,Grassland,Grassland,Grassland,377535.343750000000000,3671.671743252805754
2713408.000000000000000,Grassland,Grassland,Grassland,4339047.652343750000000,14756.409047437127811
248773.155999999988126,Wetlands,Wetlands,Wetlands,397909.570312500000000,3150.343792891010253
191667.500000000000000,Grassland,Irrigated,Grassland,306523.480468750000000,6993.424015846885595
4039124.750000000000000,Wetlands,Irrigated,Wetlands,6458054.593750000000000,19535.381475102614786
965822.125000000000000,Wetlands,Irrigated,Wetlands,1544575.218750000000000,5929.085938297391294
808347.062999999965541,Grassland,Grassland,Grassland,1292467.425781250000000,6105.502439563563712
322928.813000000023749,Grassland,Grassland,Grassland,516438.156250000000000,3045.989461130574909
146618.641000000003260,Grassland,Grassland,Grassland,234521.292968750000000,4061.433728818173222
5852908.500000000000000,Grassland,Grassland,Grassland,9356274.718750000000000,22746.036295634596172
144378.969000000011874,Grassland,Grassland,Grassland,230910.675781250000000,2349.415689911927075
488883.813000000023749,Wetlands,Irrigated,Wetlands,781862.738281250000000,4333.340602601197133
1032275.125000000000000,Grassland,Irrigated,Grassland,1650027.175781250000000,28362.914908119822940
280310.406000000017229,Grassland,Grassland,Grassland,448250.667968750000000,3244.027061643973411
544345.875000000000000,Grassland,Irrigated,Grassland,870511.828125000000000,7697.062229478042354
720299.500000000000000,Grassland,Grassland,Grassland,1151746.511718750000000,7354.263666921478944
717634.687999999965541,Grassland,Irrigated,Grassland,1147783.156250000000000,5171.720728780462196
694276.187999999965541,Grassland,Irrigated,Grassland,1110360.929687500000000,5690.858083802238980
134726.125000000000000,Grassland,Grassland,Grassland,215447.750000000000000,2428.652193621756851
103726.593999999997322,Grassland,Irrigated,Grassland,165883.562500000000000,3354.915862414002731
166680.453000000008615,Grassland,Grassland,Grassland,266564.132812500000000,2843.013156904503376
641378.062999999965541,Grassland,Irrigated,Grassland,1025714.140625000000000,5377.567173388076299
169716.655999999988126,Grassland,Grassland,Grassland,271464.125000000000000,2282.317380865797077
152946.296999999991385,Grassland,Irrigated,Grassland,244616.843750000000000,2575.734483053112854
249045.078000000008615,Grassland,Grassland,Grassland,398201.058593750000000,2659.543796282433505
918205.562999999965541,Grassland,Grassland,Grassland,1468109.800781250000000,9257.374000258130764
108664.000000000000000,Grassland,Grassland,Grassland,173754.855468750000000,2025.768286174498826
547122.625000000000000,Grassland,Grassland,Grassland,874815.390625000000000,4987.777293978464513
508788.406000000017229,Grassland,Irrigated,Grassland,813743.648437500000000,4035.139006039411470
2381681.250000000000000,Grassland,Grassland,Grassland,3808692.222656250000000,9953.554448426972158
153246.171999999991385,Grassland,Irrigated,Grassland,245086.855468750000000,2875.151880114832693
210093.500000000000000,Grassland,Grassland,Grassland,335929.023437500000000,5282.174590333826927
1320522.500000000000000,Grassland,Irrigated,Grassland,2110919.046875000000000,13262.777573097902859
2424161.000000000000000,Grassland,Grassland,Grassland,3875493.699218750000000,21845.638244007895992
204055.344000000011874,Grassland,Irrigated,Grassland,326221.382812500000000,9367.638016987271840
2221797.750000000000000,Wetlands,Irrigated,Wetlands,3551634.843750000000000,46542.335180176101858
108396.827999999994063,Grassland,Irrigated,Grassland,173281.457031250000000,9161.380281131114316
156482.094000000011874,Grassland,Irrigated,Grassland,250256.847656250000000,2530.511427028525759
8841812.000000000000000,Grassland,Irrigated,Grassland,14129986.984375000000000,18431.516873824370123
1923550.625000000000000,Grassland,Grassland,Grassland,3075157.003906250000000,17444.994490404842509
221353.171999999991385,Grassland,Grassland,Grassland,353912.410156250000000,2308.901756444113289
793674.062999999965541,Grassland,Irrigated,Grassland,1269200.394531250000000,6344.218158033005238
811388.250000000000000,Grassland,Irrigated,Grassland,1297546.996093750000000,5839.046389066618758
143666.828000000008615,Grassland,Irrigated,Grassland,229643.597656250000000,10672.424089590229414
732392.812999999965541,Grassland,Grassland,Grassland,1170887.074218750000000,7756.804526294582502
316431.531000000017229,Grassland,Grassland,Grassland,506022.199218750000000,5959.759947965121683
1058636.750000000000000,Grassland,Grassland,Grassland,1691830.285156250000000,25107.610551353289338
416530.938000000023749,Grassland,Grassland,Grassland,665954.980468750000000,7281.378401514172765
205713.858999999996740,Grassland,Grassland,Grassland,328908.746093750000000,4162.568976424317043
5873483.500000000000000,Grassland,Grassland,Grassland,9385761.226562500000000,24518.961336976732127
500369.218999999982771,Grassland,Irrigated,Grassland,800103.003906250000000,8441.156544693747492
178769.516000000003260,Grassland,Grassland,Grassland,285893.925781250000000,4359.011123575157399
116817.922000000005937,Grassland,Irrigated,Grassland,186818.859375000000000,2672.148867583399351
404484.093999999982771,Grassland,Irrigated,Grassland,646801.156250000000000,3558.571278972143318
168310.203000000008615,Grassland,Grassland,Grassland,269083.023437500000000,2396.409921767123706
1108272.625000000000000,Grassland,Irrigated,Grassland,1772142.550781250000000,6688.233891132686949
210309.296999999991385,Grassland,Irrigated,Grassland,336298.785156250000000,4224.694845595659899
221079.203000000008615,Grassland,Grassland,Grassland,353453.523437500000000,3240.580911479813949
662804.125000000000000,Grassland,Irrigated,Grassland,1059803.808593750000000,5365.886661733522487
307408.781000000017229,Grassland,Irrigated,Grassland,491572.238281250000000,3161.274428234703919
244530.250000000000000,Grassland,Grassland,Grassland,390938.562500000000000,3048.083257515409059
366831.343999999982771,Grassland,Grassland,Grassland,586502.648437500000000,3200.534889984891834
2106275.750000000000000,Grassland,Grassland,Grassland,3367879.238281250000000,13013.015831001426704
594441.250000000000000,Grassland,Grassland,Grassland,950235.027343750000000,6808.715981526858741
207413.516000000003260,Grassland,Irrigated,Grassland,331617.292968750000000,5965.641058091249761
410944.063000000023749,Grassland,Irrigated,Grassland,657081.566406250000000,4195.772729142139724
346333.843999999982771,Grassland,Grassland,Grassland,553656.968750000000000,4887.229589412730093
123007.585999999995693,Grassland,Grassland,Grassland,196644.675781250000000,1778.140494546192713
2404291.750000000000000,Grassland,Irrigated,Grassland,3844046.578125000000000,15874.002571698963948
674027.000000000000000,Grassland,Grassland,Grassland,1077803.093750000000000,4938.699816310189817
159725.171999999991385,Grassland,Irrigated,Grassland,255414.730468750000000,2262.588217666206219
158328.171999999991385,Grassland,Irrigated,Grassland,253160.796875000000000,2501.661269043897391
265453.531000000017229,Grassland,Grassland,Grassland,424472.410156250000000,2818.879146707667132
291943.625000000000000,Wetlands,Irrigated,Wetlands,466714.742187500000000,5227.661351154134536
180752.562999999994645,Grassland,Grassland,Grassland,289042.722656250000000,2228.599415825905908
146605.655999999988126,Grassland,Irrigated,Grassland,234421.542968750000000,2324.747129276115174
1278075.750000000000000,Grassland,Grassland,Grassland,2043473.378906250000000,9170.657245351534584
107730.187999999994645,Grassland,Grassland,Grassland,172224.925781250000000,1919.258679999827791
171375.953000000008615,Grassland,Grassland,Grassland,273988.375000000000000,2120.892355786478674
244760.844000000011874,Grassland,Irrigated,Grassland,391385.640625000000000,3116.550952221755779
403579.343999999982771,Grassland,Grassland,Grassland,645150.757812500000000,3519.593771637230020
255680.328000000008615,Wetlands,Irrigated,Wetlands,408799.617187500000000,2763.606000509782916
2773130.250000000000000,Grassland,Grassland,Grassland,4432305.160156250000000,9620.640489807879931
144355.733999999996740,Grassland,Irrigated,Grassland,230800.828125000000000,2164.139089279354266
415796.468999999982771,Grassland,Irrigated,Grassland,664768.769531250000000,5163.329082197809839
195881.844000000011874,Grassland,Irrigated,Grassland,313168.949218750000000,3254.275369079022767
690520.250000000000000,Wetlands,Irrigated,Wetlands,1103972.703125000000000,5723.016150191067027
155403.344000000011874,Grassland,Irrigated,Grassland,248477.476562500000000,3672.501238398603618
475231.813000000023749,Grassland,Grassland,Grassland,759671.421875000000000,4155.140667907154238
1426731.500000000000000,Grassland,Grassland,Grassland,2280199.964843750000000,13247.937984626505568
174336.578000000008615,Grassland,Irrigated,Grassland,278728.371093750000000,2590.079539757245129
135401.891000000003260,Grassland,Irrigated,Grassland,216496.789062500000000,1910.925742203268783
397134.406000000017229,Grassland,Grassland,Grassland,634796.292968750000000,3318.574557241302500
153584.233999999996740,Grassland,Grassland,Grassland,245507.261718750000000,2173.579098026328211
275867.563000000023749,Grassland,Grassland,Grassland,441025.472656250000000,8728.408959050930207
114812.491999999998370,Grassland,Grassland,Grassland,183517.261718750000000,1801.292736366701547
350413.593999999982771,Grassland,Grassland,Grassland,560143.285156250000000,3700.994491332142388
1019979.375000000000000,Grassland,Grassland,Grassland,1630724.562500000000000,6926.392692235769573
272881.968999999982771,Grassland,Irrigated,Grassland,436298.679687500000000,3229.492424477831264
514972.188000000023749,Grassland,Grassland,Grassland,823195.167968750000000,4395.732947952545146
423146.625000000000000,Grassland,Irrigated,Grassland,676505.203125000000000,5241.992485039474559
18084172.000000000000000,Grassland,Irrigated,Grassland,28902021.382812500000000,74301.885035665094620
118352.422000000005937,Grassland,Grassland,Grassland,189149.781250000000000,9984.181148558778659
121963.983999999996740,Grassland,Grassland,Grassland,194998.132812500000000,1772.404684108390029
115841.297000000005937,Grassland,Irrigated,Grassland,185207.867187500000000,1839.942486041281882
136134.016000000003260,Grassland,Irrigated,Grassland,217656.062500000000000,2225.507433801163643
297035.343999999982771,Grassland,Grassland,Grassland,474767.792968750000000,3912.970221650821259
122074.554999999993015,Grassland,Irrigated,Grassland,195169.519531250000000,2315.548677612339361
207032.437999999994645,Grassland,Irrigated,Grassland,330956.191406250000000,7471.481049354370043
300315.343999999982771,Grassland,Grassland,Grassland,480014.996093750000000,4783.725401876474280
116740.491999999998370,Grassland,Irrigated,Grassland,186642.179687500000000,2346.070056888454928
120229.133000000001630,Grassland,Irrigated,Grassland,192211.210937500000000,2663.793360924855278
335569.906000000017229,Grassland,Irrigated,Grassland,536496.984375000000000,3386.101796922928315
6633042.000000000000000,Wetlands,Irrigated,Wetlands,10597737.574218750000000,31741.868843715863477
272501.063000000023749,Grassland,Grassland,Grassland,435535.601562500000000,2848.609287409820809
1960641.875000000000000,Grassland,Irrigated,Grassland,3134119.417968750000000,12758.384038515365319
100493.789000000004307,Grassland,Grassland,Grassland,160629.832031250000000,2134.453103049530455
127831.750000000000000,Grassland,Irrigated,Grassland,204368.332031250000000,2266.495148020351280
408898.938000000023749,Wetlands,Irrigated,Wetlands,653592.113281250000000,6316.582908820597368
329711.468999999982771,Grassland,Grassland,Grassland,527029.433593750000000,6739.949813246160375
6426116.500000000000000,Wetlands,Irrigated,Wetlands,10268983.238281250000000,25677.644156581292918
456956.000000000000000,Grassland,Irrigated,Grassland,730457.875000000000000,3577.906830457438446
281053.063000000023749,Grassland,Irrigated,Grassland,449307.519531250000000,3801.502309231519575
150249.391000000003260,Grassland,Irrigated,Grassland,240199.277343750000000,3310.241452913110606
112975.383000000001630,Grassland,Grassland,Grassland,180573.332031250000000,1827.123033998126175
150400.733999999996740,Grassland,Grassland,Grassland,240394.894531250000000,2323.597031825814611
144070.421999999991385,Grassland,Grassland,Grassland,230317.792968750000000,1966.143971049058791
286015.843999999982771,Grassland,Irrigated,Grassland,457189.097656250000000,3164.454560157819742
176695.483999999996740,Grassland,Grassland,Grassland,282474.609375000000000,2470.905114773835066
6051759.000000000000000,Grassland,Grassland,Grassland,9669613.550781250000000,23965.345972980208899
744779.937999999965541,Grassland,Grassland,Grassland,1190262.128906250000000,5592.463115763069254
1463128.625000000000000,Grassland,Grassland,Grassland,2338854.218750000000000,9656.773034520672809
281609.813000000023749,Wetlands,Irrigated,Wetlands,450113.644531250000000,3994.904990410068876
19442258.000000000000000,Grassland,Irrigated,Grassland,31064894.140625000000000,53555.939340632794483
144942.000000000000000,Grassland,Grassland,Grassland,231709.523437500000000,2032.521967525011405
264406.593999999982771,Grassland,Grassland,Grassland,422543.398437500000000,3424.768793547678797
118071.116999999998370,Grassland,Grassland,Grassland,188756.929687500000000,2677.905852265389967
1140914.875000000000000,Grassland,Grassland,Grassland,1823233.246093750000000,6230.081177288549952
331357.093999999982771,Grassland,Grassland,Grassland,529574.828125000000000,3127.798549213867318
2061853.625000000000000,Grassland,Irrigated,Grassland,3295073.667968750000000,17028.245402708478650
868917.687999999965541,Grassland,Grassland,Grassland,1388499.535156250000000,6299.298174481532442
254494.703000000008615,Grassland,Irrigated,Grassland,406751.406250000000000,5499.615728347893310
404380.343999999982771,Grassland,Grassland,Grassland,646229.921875000000000,3592.165888715342589
166874.187999999994645,Grassland,Irrigated,Grassland,266757.488281250000000,2952.138208944985308
138616.500000000000000,Grassland,Irrigated,Grassland,221578.445312500000000,2460.174990755288491
113758.554999999993015,Grassland,Grassland,Grassland,181857.585937500000000,2070.079244662552810
375856.031000000017229,Grassland,Irrigated,Grassland,600770.718750000000000,4497.774866642723282
1472872.875000000000000,Grassland,Irrigated,Grassland,2354092.195312500000000,7833.459045181970396
2364242.750000000000000,Grassland,Grassland,Grassland,3777606.308593750000000,12630.925290283688810
1152563.125000000000000,Grassland,Irrigated,Grassland,1841991.328125000000000,26153.132629237443325
402900.750000000000000,Grassland,Irrigated,Grassland,643955.097656250000000,4027.751993505938572
353905.125000000000000,Grassland,Irrigated,Grassland,565607.777343750000000,10480.499094344781042
183844.421999999991385,Grassland,Grassland,Grassland,293810.343750000000000,2219.398686495908805
451483.938000000023749,Wetlands,Irrigated,Wetlands,721476.000000000000000,7200.903647946406636
685266.187999999965541,Grassland,Irrigated,Grassland,1095178.066406250000000,7153.575342534241827
180906.530999999988126,Grassland,Grassland,Grassland,289173.640625000000000,2311.749190582539541
441624.625000000000000,Grassland,Irrigated,Grassland,705782.109375000000000,4948.556031429625364
224899.469000000011874,Grassland,Grassland,Grassland,359474.042968750000000,5873.920035080371235
258402.733999999996740,Grassland,Irrigated,Grassland,412978.242187500000000,3371.674806811564849
168558.453000000008615,Grassland,Irrigated,Grassland,269386.242187500000000,3803.121351530627180
1917513.250000000000000,Grassland,Irrigated,Grassland,3064012.082031250000000,9576.676033485045991
1111708.000000000000000,Grassland,Irrigated,Grassland,1776573.761718750000000,8151.562120290842358
711735.187999999965541,Grassland,Irrigated,Grassland,1137367.734375000000000,17958.698472882650094
203423.421999999991385,Grassland,Irrigated,Grassland,325122.140625000000000,4712.211498454475986
100880.570000000006985,Grassland,Irrigated,Grassland,161226.894531250000000,1600.017401100179541
115447.391000000003260,Grassland,Grassland,Grassland,184530.027343750000000,2935.664783623727544
127913.031000000002678,Grassland,Grassland,Grassland,204390.085937500000000,1872.053092387153583
319122.281000000017229,Grassland,Grassland,Grassland,509904.628906250000000,3296.071605885189456
171156.296999999991385,Grassland,Grassland,Grassland,273480.937500000000000,2321.357605481558949
370466.375000000000000,Grassland,Irrigated,Grassland,588571.980468750000000,5097.236229205084783
208893.655999999988126,Grassland,Grassland,Grassland,329786.519531250000000,4045.121487527833324
288313.188000000023749,Grassland,Irrigated,Grassland,456752.855468750000000,3337.867310832825751
1053640.375000000000000,Grassland,Irrigated,Grassland,1673985.664062500000000,6126.307699162128301
159103.328000000008615,Grassland,Irrigated,Grassland,252053.535156250000000,2192.651439956835929
169413.500000000000000,Grassland,Irrigated,Grassland,267440.367187500000000,2183.462887157593286
585333.125000000000000,Wetlands,Wetlands,Wetlands,929854.007812500000000,6635.948467523782710
260264.969000000011874,Wetlands,Irrigated,Wetlands,412289.613281250000000,2608.468888038364184
1110393.125000000000000,Grassland,Grassland,Grassland,1752876.093750000000000,5517.005362216990761
415575.781000000017229,Riparian,Irrigated,Riparian,660208.566406250000000,5390.782285522570419
6272593.000000000000000,Grassland,Irrigated,Grassland,9935231.917968750000000,21213.448162976794265
101720.133000000001630,Grassland,Grassland,Grassland,160592.757812500000000,1555.417923696234311
162176.358999999996740,Wetlands,Wetlands,Wetlands,257626.453125000000000,4308.165666879335731
688358.875000000000000,Riparian,Irrigated,Riparian,1093659.070312500000000,4432.768608528032928
134144.391000000003260,Grassland,Irrigated,Grassland,213127.964843750000000,1795.822233832241409
391892.938000000023749,Riparian,Irrigated,Riparian,622616.531250000000000,4264.821846243223263
490929.218999999982771,Wetlands,Wetlands,Wetlands,779930.082031250000000,9337.692419700824757
193248.328000000008615,Grassland,Irrigated,Grassland,307006.312500000000000,4978.496105759566490
3576280.750000000000000,Riparian,Riparian,Riparian,5679505.207031250000000,23444.800584508349857
294332.593999999982771,Riparian,Irrigated,Riparian,467586.292968750000000,4565.557841160124553
1175293.000000000000000,Grassland,Irrigated,Grassland,1866827.917968750000000,12102.639225926577637
273415.343999999982771,Grassland,Irrigated,Grassland,434344.585937500000000,5525.308389760335558
107148.858999999996740,Grassland,Irrigated,Grassland,170218.718750000000000,2143.714090590789056
229025.780999999988126,Wetlands,Wetlands,Wetlands,363812.269531250000000,2997.198695511144251
287392.218999999982771,Grassland,Irrigated,Grassland,456521.007812500000000,3470.896687097957511
1204928.250000000000000,Grassland,Irrigated,Grassland,1913552.246093750000000,6327.673225413200271
404223.500000000000000,Wetlands,Wetlands,Wetlands,642093.839843750000000,6429.184957060768284
100485.710999999995693,Grassland,Irrigated,Grassland,159650.328125000000000,2964.395165050377727
196132.625000000000000,Riparian,Riparian,Riparian,311587.687500000000000,3068.873182466813887
127079.866999999998370,Riparian,Irrigated,Riparian,201879.367187500000000,2325.046166509392151
13507690.000000000000000,Grassland,Irrigated,Grassland,21445703.546875000000000,34345.343834010542196
929190.625000000000000,Grassland,Irrigated,Grassland,1476002.539062500000000,5244.440149612584719
554607.062999999965541,Grassland,Irrigated,Grassland,880889.582031250000000,11858.854264713892917
353732.375000000000000,Grassland,Grassland,Grassland,561900.085937500000000,4680.026535077466178
533530.375000000000000,Grassland,Irrigated,Grassland,847481.480468750000000,5377.696184054171681
191613.016000000003260,Grassland,Irrigated,Grassland,304379.183593750000000,3283.957068683951093
115309.273000000001048,Grassland,Irrigated,Grassland,183177.089843750000000,1783.030499713862582
165768.812999999994645,Riparian,Irrigated,Riparian,263338.347656250000000,2908.933859883934019
338565.875000000000000,Riparian,Irrigated,Riparian,537787.464843750000000,5328.236456099724819
655707.562999999965541,Riparian,Irrigated,Riparian,1041563.027343750000000,5200.485393582131110
244082.703000000008615,Riparian,Irrigated,Riparian,387712.285156250000000,4871.815525713600437
134522.905999999988126,Riparian,Irrigated,Riparian,213691.960937500000000,1760.101089219459709
434892.500000000000000,Grassland,Grassland,Grassland,690777.468750000000000,5208.959083792588899
166107.328000000008615,Grassland,Grassland,Grassland,263848.578125000000000,2054.793534120549793
114514.952999999994063,Grassland,Irrigated,Grassland,181898.519531250000000,1948.095422507721651
259052.500000000000000,Grassland,Grassland,Grassland,411371.234375000000000,6458.162824812044164
1334013.250000000000000,Grassland,Grassland,Grassland,2118187.460937500000000,13430.919268838430071
2421324.750000000000000,Irrigated,Irrigated,Wetlands,3844876.238281250000000,9736.933143573200141
1142888.500000000000000,Grassland,Grassland,Grassland,1815218.187500000000000,6514.530380104463802
198203.141000000003260,Wetlands,Wetlands,Wetlands,314819.335937500000000,2392.852485615512705
551228.812999999965541,Grassland,Grassland,Grassland,875528.656250000000000,5205.075966300984874
265430.938000000023749,Grassland,Irrigated,Grassland,421611.218750000000000,5145.537256014937157
119267.335999999995693,Grassland,Grassland,Grassland,189434.718750000000000,2312.723754497466871
118746.383000000001630,Grassland,Grassland,Grassland,188617.699218750000000,1894.840220532139710
384155.468999999982771,Grassland,Irrigated,Grassland,610163.847656250000000,5474.329659139692012
193211.594000000011874,Grassland,Grassland,Grassland,306891.972656250000000,2899.112852661956822
159837.500000000000000,Riparian,Irrigated,Riparian,253868.972656250000000,3020.280411247241318
619253.437999999965541,Grassland,Grassland,Grassland,983398.332031250000000,4277.864375725193895
280273.125000000000000,Grassland,Irrigated,Grassland,445159.980468750000000,3078.416149245580073
123613.468999999997322,Grassland,Grassland,Grassland,196342.421875000000000,3196.240140481639173
6976788.500000000000000,Grassland,Grassland,Grassland,11075960.042968750000000,18214.746253493678523
463970.343999999982771,Grassland,Irrigated,Grassland,736948.953125000000000,4221.667415230851475
290213.688000000023749,Grassland,Irrigated,Grassland,460907.820312500000000,3803.654491229229734
1517358.875000000000000,Wetlands,Wetlands,Wetlands,2409304.414062500000000,8696.522707183094099
138742.983999999996740,Grassland,Grassland,Grassland,220367.664062500000000,2039.092814989747694
196409.500000000000000,Grassland,Irrigated,Grassland,311938.941406250000000,2353.959000952987026
257632.733999999996740,Grassland,Grassland,Grassland,409203.289062500000000,3839.610293309993722
